SeriousDlqin2yrs,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,NumberOfTimes90DaysLate,NumberOfTime60-89DaysPastDueNotWorse,MonthlyIncome,NumberOfDependents
0,23,0,127,0,0,,
0,39,0,0.386763,0,0,4154,0
1,55,1,0.366606,2,0,6000,3
0,59,0,0.212838,0,0,5872,0
0,54,0,0.63961,0,0,4200,1
0,70,0,0.001333,0,0,3000,0
1,40,1,569,1,0,,0
1,42,0,6104,0,0,,1
1,37,0,0,0,0,4151,2
1,34,0,0.693608,0,0,4317,2
0,75,0,0.085665,0,0,4645,0
0,62,0,0.356364,0,0,10000,0
1,55,2,0.012121,1,0,2639,1
1,45,1,184,0,0,,0
0,50,0,1.209358,0,0,5000,1
0,40,0,0.445634,0,0,5416,0
0,62,1,0.52412,1,0,2300,0
0,26,0,1299,0,0,,0
0,41,0,513,0,0,,0
0,50,0,1965,0,0,0,2
1,67,2,0.435066,0,0,14583,1
0,52,4,0.139286,0,1,13999,1
0,51,0,3418,0,0,,3
0,71,1,0.234635,0,0,7500,1
1,22,0,318,0,0,,
1,65,0,0.506519,1,0,12500,1
0,34,2,0.088218,0,0,1688,2
0,50,0,0.535719,0,0,6900,1
0,63,1,1150,0,0,,0
0,37,0,8698,0,0,,0
1,50,1,0.439405,0,0,4100,0
1,68,0,0.387225,0,0,2770,0
0,93,0,0.003749,0,0,4000,0
0,76,0,3.618785,0,0,2533,0
1,30,1,0.234805,0,2,2763,3
1,27,0,0.029799,0,0,1744,1
0,27,0,0.278179,0,0,1800,0
0,54,0,0.314834,0,0,5783,3
0,64,0,0.176375,0,0,617,0
0,80,1,0.406756,0,0,6364,0
1,44,0,0.440791,4,3,5108,2
1,86,0,0.406467,0,0,7916,1
1,61,0,0.641531,1,0,3500,0
0,48,0,1.213274,0,0,3600,2
1,42,1,0.005833,1,0,25200,2
1,46,2,0.293286,1,0,6716,1
0,45,0,0.160737,0,0,7166,0
0,70,1,0.468613,0,0,2500,2
0,37,0,0.06038,0,0,13000,2
1,78,0,0.509517,1,0,3624,1
0,69,0,0.228995,0,0,44000,1
1,58,2,0.035376,0,0,53594,2
1,23,0,0.261056,0,0,700,0
0,30,0,0.20143,1,0,3216,0
0,45,3,0.515456,0,0,7666,1
1,52,0,0.504023,0,1,4100,5
0,57,0,0.023577,0,0,3689,0
0,68,1,0.435065,0,0,7083,0
0,61,0,0.068587,0,0,3367,0
1,33,2,0.266919,1,0,9500,1
0,65,0,2523,0,0,,0
1,32,0,0.185207,0,0,27390,0
1,45,2,0.576864,0,0,7200,1
0,37,1,0.082333,0,0,5416,0
1,53,0,0.439247,0,0,20500,1
0,59,0,0.014515,0,0,9300,4
1,51,1,0.701505,0,0,6180,0
0,35,0,0.255441,0,0,5605,0
0,54,0,0.23024,0,0,12499,0
0,62,0,0.365831,0,0,7456,0
0,43,1,0.133458,0,0,15000,0
0,40,0,0.153048,0,0,3083,1
0,39,0,0,0,0,4422,0
1,82,2,155,0,0,,0
1,58,0,0.278831,0,0,7699,0
0,59,0,0.669089,0,0,9905,1
0,59,0,959,0,0,,0
0,35,0,0.015731,0,0,10615,2
0,75,0,0.013693,0,0,4600,0
0,56,1,0.558666,0,0,7678,0
0,55,0,3514,0,0,,4
0,31,0,0.06378,0,0,7666,0
0,59,2,0.397254,0,0,8520,0
0,75,0,0.509117,0,0,4167,0
0,78,0,0.00221,0,0,3166,0
0,59,3,0.33309,0,1,6850,1
0,43,0,0.213613,0,0,15499,2
0,23,0,0.651741,0,0,200,0
0,73,0,0.33829,0,0,7800,0
0,39,0,350,0,0,,0
0,26,0,0.081226,0,0,7472,1
0,28,0,0.203768,0,0,2600,0
0,50,0,0.222505,0,0,7064,1
1,45,3,0.589704,1,0,7050,1
0,63,0,0.338307,0,0,5964,0
1,37,1,0.132509,0,0,5742,2
0,70,0,5161,0,0,,0
1,42,4,0.238269,0,0,9333,5
0,48,0,0.677933,0,0,5088,1
0,54,3,0.745779,0,0,7166,1
0,70,0,818,0,0,,0
0,50,0,0.046871,0,0,7765,0
0,68,0,0.498077,0,0,5980,0
1,50,1,0.478696,1,0,6500,3
0,60,0,0.201964,0,0,6416,1
0,73,0,0.350254,0,0,6500,0
0,55,0,0.220192,1,0,5090,3
0,61,0,0.433851,0,0,5600,0
0,75,0,3,0,0,,0
0,62,1,0.110402,0,0,4700,3
0,47,1,0.306804,0,0,5716,0
0,29,0,0.522496,0,0,5800,2
0,64,0,0.525288,0,0,4250,0
0,59,0,0.402596,0,0,11708,0
0,75,1,628,0,0,,0
0,59,0,0.357709,0,0,8833,0
0,78,0,0.037992,0,0,5000,0
1,46,0,0.790463,0,0,5850,1
1,48,0,0.16522,2,2,2880,2
0,59,0,0.294682,0,0,2500,0
1,53,6,2462,2,1,,0
0,43,1,0.174957,0,1,16666,4
0,49,0,0.301961,0,0,5099,0
0,80,0,251,0,0,,0
1,42,4,9638,0,1,,1
0,31,0,0.097976,1,0,4000,0
1,30,0,0.076864,0,1,1300,0
0,75,0,2207,0,0,,0
0,45,2,0.519872,0,0,5937,2
0,44,0,0,0,0,,0
0,73,0,50,0,0,,0
0,39,0,0.353329,0,0,5000,3
0,72,0,0.002444,0,0,4500,0
0,40,0,2.46027,0,0,666,2
0,48,5,7731,0,0,,0
1,44,0,0.373804,0,0,7000,5
0,26,0,0.31772,0,0,2262,1
0,50,1,0.263575,0,0,9833,4
0,39,0,0.62038,0,0,1000,0
0,32,0,0.086824,0,0,3604,0
0,49,0,0.506199,0,0,7500,1
0,27,0,0.282717,0,0,1000,0
1,68,0,1473,0,0,,0
0,51,0,0.548577,0,0,7832,0
0,28,0,0.365163,0,0,2083,0
0,74,0,0.258414,0,0,7100,1
0,53,0,0.522413,0,0,6000,1
1,53,0,0.073571,0,0,6333,2
1,41,1,0.449092,0,0,6000,1
1,58,1,1970,7,2,,
1,63,0,928,0,0,1,0
0,50,1,0.416055,1,1,3948,1
1,66,1,0.294759,2,1,3300,0
1,76,0,0.110845,0,0,4600,0
1,54,2,0.727869,0,0,15690,3
0,54,0,571,0,0,,0
0,49,0,0.572693,0,0,6100,0
0,49,0,0.310721,0,0,6500,0
0,21,98,0,98,98,2400,0
0,53,0,0.226252,0,0,11000,0
0,33,0,0.47516,0,0,4850,0
0,53,0,71,0,0,,0
0,64,0,12,0,0,,0
0,46,0,0.335021,0,0,7900,0
0,40,0,0,1,0,17800,1
0,62,0,703,0,0,,0
0,35,1,0.040426,0,0,4600,1
0,89,0,4,0,0,,
0,68,0,0.118909,0,0,2749,0
0,85,0,0.437044,0,0,12341,1
0,63,1,0.13681,0,0,27000,2
1,39,0,0.432933,0,0,9400,0
0,39,0,0.205545,0,0,3750,0
0,34,0,0.229577,0,0,10000,0
0,25,0,0.108727,0,0,4800,0
0,32,0,0.162071,0,0,6200,2
1,32,0,0.026263,1,0,7500,0
0,39,0,165,0,0,,0
0,74,0,0.217635,0,0,1428,0
1,29,0,0.521977,0,0,4936,2
0,71,0,2828,0,0,,0
0,59,0,0.292593,0,0,6250,0
1,34,0,0.371707,0,0,7400,0
0,53,0,1368,0,0,,1
1,66,0,0.582284,0,0,6671,0
0,73,0,427,0,0,,0
1,27,1,0.290903,2,0,3000,0
1,48,0,0.038192,1,0,5000,3
0,69,1,1.753558,0,0,1334,0
0,40,0,2283,0,0,0,3
1,28,3,0.095057,0,0,1840,0
0,33,0,0.71733,0,0,5302,3
0,38,0,0.387769,0,0,6000,2
0,67,0,0.544222,0,0,3244,1
0,56,1,2480,0,0,,0
0,42,0,3017,0,0,,2
0,62,0,0.002498,0,0,1600,0
0,37,0,0.024198,0,0,1900,1
1,38,1,2560,0,0,,0
0,82,0,0.003428,0,0,3500,0
1,41,1,1287,1,1,,0
1,41,2,0.340797,1,1,9333,3
0,65,0,591,0,0,,0
0,34,1,0.657951,0,0,3250,2
0,44,0,0.311486,0,0,4500,0
0,51,0,0.297612,0,0,8500,1
0,40,0,0.898275,0,0,4000,0
0,51,2,0.138893,0,1,6666,0
0,50,0,0.796041,0,0,5000,1
1,53,0,0.036316,0,0,3083,0
1,67,0,0.121439,3,1,2000,0
0,51,0,0.099084,0,0,7750,0
0,61,3,0.606305,0,2,7200,1
1,69,1,485,0,0,,0
1,60,3,0.509783,0,0,9250,1
0,76,0,0.204909,0,0,6436,0
0,50,0,0.006853,0,0,1750,0
1,50,2,1.094741,0,0,5266,4
0,41,0,1109,0,0,,0
1,53,0,1654,0,0,,
0,56,0,2644,0,0,,2
0,50,0,0.666289,0,0,4416,2
0,82,0,0,0,0,2500,0
0,47,0,0.167651,1,0,2200,0
0,47,0,1028,0,0,,0
0,36,0,0.31728,0,0,6000,2
0,64,0,0.246032,0,0,16066,0
0,40,0,3330,0,0,0,2
1,65,1,0.038442,0,0,3901,0
1,36,0,0.18742,0,0,5500,0
0,52,0,0.937114,0,0,2750,2
1,49,0,0.378007,2,0,3200,0
0,65,1,0.670174,0,0,1900,0
1,27,0,0.078807,0,0,2816,0
0,63,0,2943,0,0,,0
0,38,0,0.006426,0,0,2800,0
0,49,0,0.303983,0,0,10493,1
0,25,0,0.681046,0,0,764,0
0,45,0,0.041702,0,0,9327,4
0,49,0,0.394034,0,0,9889,1
0,46,0,0.699526,0,0,5700,1
1,62,1,0.406179,1,0,2200,0
1,57,3,1484,0,0,,
1,39,0,0.572453,0,0,2090,1
0,43,2,1.094392,0,0,1800,0
0,46,1,0.07169,0,0,6290,0
0,26,0,8,0,0,,
0,68,0,0.550923,0,0,1462,0
0,65,0,0.008328,0,0,4442,0
1,46,3,0.278266,0,1,13425,1
0,67,0,0.04354,0,0,1400,0
0,66,0,0.316906,0,0,9333,0
0,25,0,0.009359,0,0,4166,0
0,59,2,0.34409,0,0,9017,1
0,49,0,0.275734,0,0,4837,1
0,35,0,0.690327,0,0,4000,0
1,44,0,0.287359,0,0,4255,0
0,58,0,0.496077,0,0,4970,2
1,47,0,0.915813,1,1,6639,3
0,36,0,0.065387,0,0,5000,3
0,35,0,1248,0,0,,0
0,37,0,0.368463,0,0,10000,2
0,69,0,1130,0,0,,
1,46,6,0.182195,3,2,6750,1
0,31,0,0.419169,0,0,5028,0
1,43,0,0.795517,0,0,3300,2
0,66,0,89,0,0,,0
0,47,0,0.275206,0,0,2310,0
0,50,0,1885,0,0,,0
0,37,0,0.010524,0,0,4750,0
0,60,0,0.486171,1,1,7375,0
1,65,0,510,1,1,,0
1,70,0,0.174603,0,0,14300,1
1,24,1,70,0,0,,
1,35,0,0.115787,1,0,4300,0
0,49,0,1569,0,0,,0
0,81,0,0.13987,0,0,5690,0
1,44,2,0.969654,0,0,2800,0
0,68,0,0,0,0,2184,0
0,59,2,0.268481,0,0,11240,1
0,49,0,0.292724,0,0,5950,0
1,27,1,396,1,0,,0
0,37,0,0.343554,0,0,7500,0
0,41,0,0.458408,0,0,2800,1
1,43,0,0.337666,0,0,7000,0
0,75,0,18,0,0,0,0
0,50,0,0.315119,0,0,10833,0
0,50,0,2180,0,0,,3
0,55,0,0.0741,0,0,10080,2
0,50,0,0.068149,0,0,6250,0
1,29,0,0.011158,0,0,716,0
0,61,0,0,0,0,1892,0
0,33,0,1.527254,0,0,2916,0
0,39,0,0.188765,1,0,1975,0
0,56,0,0.107564,0,0,9333,0
0,53,0,4519,0,0,0,0
1,49,1,0.455295,0,0,12000,5
1,23,0,4,0,0,,0
0,64,0,0.679289,0,0,4330,0
1,56,0,0.451197,0,0,9066,1
0,75,0,0.220448,0,0,6200,1
0,34,0,0.066972,0,0,4583,0
0,63,0,0.364034,0,0,6850,0
0,56,0,0.138648,0,0,7500,2
1,54,1,0.104836,0,0,3080,1
0,38,0,1287,0,0,,3
0,59,0,0.418345,0,0,8492,0
0,68,0,0.229388,0,0,1224,0
1,30,0,1.220356,0,2,5000,0
0,56,0,0.586869,0,0,6975,1
0,25,0,157,0,0,,0
1,44,0,0.907354,0,0,7900,1
1,58,2,110,0,0,,0
0,52,0,0.338523,0,0,1990,0
1,51,1,1375,0,1,,0
1,40,2,0.337266,0,1,10000,0
0,51,0,0.48789,0,0,10858,3
0,37,1,1.039991,0,0,4500,1
0,43,0,1252,0,0,,2
0,28,0,0.965575,1,0,1800,0
1,44,3,0.265102,1,0,2300,2
1,57,6,0.429494,0,0,9750,2
0,28,0,0.534439,1,0,5850,0
1,32,0,0.161954,1,0,2333,1
0,48,0,0.646844,0,0,4388,3
0,62,0,1149,0,0,,0
1,33,0,0.16909,0,0,2613,2
1,82,5,0.830458,0,0,4057,0
1,47,3,0.455402,0,1,6154,1
0,48,0,0.723058,0,0,9900,3
0,52,0,0.455813,0,0,3801,2
1,44,1,0.653897,0,0,3001,2
0,39,2,0.458315,0,0,6800,1
1,64,3,0.638142,1,1,4089,0
1,43,2,0.663795,0,0,6150,0
0,63,0,0.369442,0,0,8455,0
0,56,0,0.592055,0,0,12133,0
0,32,0,1244,0,0,,0
1,33,1,0.288608,1,0,3800,0
0,45,0,0.293413,0,0,166,3
0,34,0,0.209895,0,0,2667,0
1,27,0,0.042729,0,0,1450,1
0,66,0,0.518616,0,0,7600,1
0,54,0,0.261415,0,0,9000,0
1,24,1,0.063307,0,0,2400,0
1,55,0,3483,0,0,,0
1,31,0,0.006235,2,0,4490,3
1,66,1,3.503299,0,0,1666,1
0,60,0,0.340218,0,0,9537,2
0,51,0,8.718819,0,0,15000,0
0,31,0,0.281282,0,0,5833,0
1,27,0,0.16278,0,0,2100,2
0,56,1,0.813348,0,0,3685,0
0,71,0,0.656111,0,0,7862,0
1,28,0,1.672363,0,0,4446,0
1,44,0,978,2,1,,0
1,53,0,0.142771,0,3,4979,0
0,42,0,432,0,0,1,3
0,36,1,0.174733,0,0,4400,1
0,67,0,0.237529,0,0,9000,1
0,63,0,2647,0,0,,1
0,73,0,0.001783,0,0,2804,0
1,61,7,0.772495,1,0,4500,2
0,45,0,2786,0,0,,0
0,25,0,0,0,0,820,0
0,29,0,1214,0,0,,
1,32,0,2841,0,0,,1
0,69,0,0.479685,0,0,11050,0
1,53,1,0.036741,0,0,4000,0
1,55,2,0.421931,0,0,7550,0
1,49,0,0.457377,0,0,7800,2
0,42,0,0.830953,0,0,4690,1
0,57,0,0,0,0,,0
1,44,1,0.38036,5,0,4500,5
0,67,0,0.033055,0,0,2510,0
0,26,0,0.17413,0,0,4800,0
1,89,0,0.083512,1,0,2801,0
0,53,1,0.112429,0,0,11633,2
0,63,0,0.189315,0,0,10500,1
0,61,0,0.401554,0,0,7333,0
1,46,0,0.244471,1,0,3300,0
0,50,0,98,0,0,,0
1,32,3,0.256619,0,2,1963,2
1,38,0,0.807596,0,0,2000,0
0,49,0,0.245526,0,0,11900,2
0,67,0,0.636648,0,0,4152,0
1,59,0,0.636215,0,0,3666,0
0,44,0,0.0879,0,0,5437,1
0,67,0,0.005453,0,0,4400,0
1,37,0,0.454254,0,0,5300,1
0,62,0,1131,0,0,,0
0,44,0,1673,0,0,,2
0,31,0,0.407027,0,0,3500,2
0,47,0,0.190868,0,0,9000,0
0,63,0,2857,0,0,,0
1,28,0,3.547278,0,0,348,4
1,71,1,0.375205,1,0,5500,0
1,40,0,0.347227,0,0,7916,1
0,48,2,0.555577,0,0,5100,0
0,58,0,0.393294,0,0,18700,0
0,48,0,0.623224,0,0,9782,3
1,85,1,0.1722,0,0,6114,0
0,39,0,0.734195,0,0,6500,1
1,59,0,0.223694,0,0,4000,0
0,63,0,0.402892,0,0,8505,0
0,70,0,0.441083,0,0,3139,0
0,64,0,1795,0,0,,0
1,51,0,0.658987,0,0,4166,2
0,41,0,0.420699,0,0,9217,0
0,67,1,0.054065,0,0,9950,0
0,73,0,1235,0,0,,
0,32,0,824,0,0,,0
1,57,98,0.02284,98,98,3020,0
0,45,1,0.296745,0,0,9000,4
0,82,0,996,0,0,,0
0,64,0,0.282679,0,0,4000,0
0,61,0,26,0,0,,0
0,58,1,0.346432,0,2,2900,0
0,47,0,3797,0,0,,0
1,47,1,0.296616,6,1,2777,2
0,50,0,46,0,0,,0
0,50,0,0.364808,0,0,9700,2
0,41,0,0.320643,0,0,7590,0
1,36,3,0.54889,0,0,5000,0
1,34,0,0.47313,3,3,5600,5
0,35,0,0.342553,0,0,7700,0
1,43,1,0.277227,0,0,9576,2
0,44,0,0.712058,0,0,5000,0
0,60,0,2303,0,0,,0
1,50,1,0.394512,0,0,5502,0
1,45,4,0.051207,1,2,5467,1
1,34,2,0.654881,0,0,1300,0
0,48,0,0.015567,3,0,4046,1
0,70,0,0.026141,0,0,2562,0
1,28,0,0.188861,2,0,4039,0
0,53,0,0.288526,0,0,6300,2
0,44,0,0.358962,0,0,6359,0
0,31,0,100,0,0,1,0
0,69,0,0.004042,0,0,7669,0
0,57,0,0.072651,0,0,4500,2
0,66,0,0.008339,0,0,17746,0
1,55,1,0.680976,0,0,7500,0
0,66,1,0.40158,0,0,6583,0
0,55,0,0.462535,0,0,15200,0
0,72,3,0.406235,1,0,2084,0
0,49,0,0.162323,0,0,15000,2
0,38,0,2294,0,0,,2
1,39,0,0.003195,0,0,24100,1
0,44,0,1173,0,0,,0
0,51,0,1515,0,0,,3
0,36,0,0.271039,0,0,8400,1
0,64,0,0.00757,0,0,7000,1
0,65,0,0.162149,0,0,19000,1
1,49,3,548,2,2,,0
1,53,4,3811,1,2,,0
0,40,0,0.431785,0,0,4800,3
0,54,0,0.330583,0,0,6666,0
1,50,1,0.333764,0,0,6198,0
1,77,0,0.34833,0,0,5000,0
0,61,0,3135,0,0,,0
0,80,0,0.318521,0,0,2677,0
0,62,0,0.189646,0,0,9000,1
0,45,0,0.102537,0,0,6504,2
0,52,0,0.178638,0,0,13462,4
0,41,0,0.336045,0,0,5653,4
1,41,2,0.427534,0,0,9500,1
0,92,0,0.004199,0,0,3333,0
0,54,1,0.006358,0,0,1100,0
0,62,0,0.74211,0,0,9220,2
0,64,0,0.276603,0,0,20100,1
0,52,0,0.376599,0,0,11332,1
0,75,1,0.554219,0,0,4822,0
0,86,1,1749,0,0,,0
0,78,1,0.158904,0,0,7664,0
1,43,0,312,0,0,,0
1,55,3,0.648226,0,0,3325,0
1,45,0,2589,0,0,,0
0,45,2,1380.5,0,2,1,0
0,55,0,0.2869,0,0,12167,0
1,44,0,0.245343,0,0,3435,2
1,74,0,0.437775,0,0,4997,1
0,32,0,0.298594,0,0,2772,1
0,60,0,0.483939,0,0,8965,2
0,49,0,0.287797,0,0,8300,2
0,79,0,343,0,0,,0
0,55,0,1.091908,0,0,1000,0
0,32,0,0.374241,0,0,5760,0
0,64,0,0.238901,0,0,7500,1
0,59,0,0.224701,0,0,9100,0
1,26,0,0.202785,0,0,2800,1
0,42,0,0.413623,0,0,5666,0
1,34,0,0.238421,0,0,7750,2
0,59,0,82,0,0,,0
0,39,0,0.753273,0,0,6950,0
0,45,0,0.94075,0,0,3864,2
1,28,1,0.012109,1,0,990,2
0,40,1,0.173293,0,0,5683,0
0,38,0,0.917938,0,0,1900,0
0,48,1,0.20216,0,0,5000,1
0,58,0,444,0,1,,0
0,45,0,3121,0,0,,0
0,57,0,0.266144,0,0,12000,2
0,60,1,216,0,0,,
0,49,0,0.470113,0,0,13500,1
1,63,1,0.258368,0,0,11800,0
0,38,0,0.156622,0,0,11000,3
0,52,1,5371,0,0,,2
0,53,0,0.095592,0,0,12500,1
1,55,4,0.598642,0,0,13700,2
0,49,0,0.491585,0,0,6000,2
0,58,0,1435,0,0,1,0
0,44,0,0.132908,0,0,5800,3
1,67,0,0.612674,0,0,9278,1
1,52,1,0.24529,0,0,2600,2
1,32,0,0.262608,3,1,2200,1
0,33,0,0.582942,0,0,4900,0
0,30,0,0.619504,0,0,1250,0
0,48,0,0.306982,0,0,15166,2
0,33,0,0.064838,0,0,400,1
1,47,2,0.600114,2,1,3500,0
0,67,0,0.62168,0,0,4630,1
0,73,0,1131,1,0,,0
0,69,0,244,0,0,,0
0,80,0,0.35447,0,0,3232,0
0,41,0,0.112989,0,0,10000,0
1,48,0,0.883996,0,0,6085,1
0,46,0,0.762647,0,0,5000,1
0,72,0,0.16023,0,0,8000,0
1,65,1,2.433976,0,0,1400,0
1,76,0,397,1,0,,0
1,37,0,0.079867,6,0,5408,3
0,68,0,1133,0,0,,0
0,56,0,0.368626,0,0,9000,3
0,43,0,0.272752,0,0,3647,2
1,53,0,237,1,1,,0
0,53,0,0.566041,0,0,10500,2
0,39,2,0.442956,0,0,10000,1
0,57,1,0.208013,0,0,9633,0
1,87,1,0.219112,0,0,2500,0
1,39,0,1270,0,0,,1
0,55,0,0.229978,0,0,10500,2
0,44,0,0.395829,1,0,4650,0
1,30,2,0.630106,0,0,3500,0
0,44,0,0.168401,0,0,7208,0
0,68,0,0.99793,0,0,5314,0
0,77,0,0.00874,0,0,1944,0
0,61,0,0.285943,0,0,5000,0
0,65,0,1.033848,0,0,1358,0
0,60,0,0.485757,0,0,8600,0
1,31,2,0.021192,0,0,2500,3
0,75,0,176,0,0,,
1,51,1,0.269422,5,0,7040,1
0,55,0,0.341203,0,0,7200,2
1,29,0,0.733422,3,2,3000,2
0,22,0,36,0,0,0,0
0,31,1,0.373588,0,0,6375,0
1,56,1,8516,0,0,,0
0,63,0,0,0,0,,0
0,56,0,0.18079,0,0,6100,0
0,68,0,725,0,0,,0
0,57,0,2119,0,0,,0
0,57,0,1.535581,0,0,800,0
0,35,0,0.312312,0,0,5327,1
0,59,0,0.482069,0,0,7500,0
0,65,0,883,0,0,,0
1,49,1,0.31023,2,0,3000,0
1,58,0,0.297037,0,0,5500,0
0,42,0,0.090312,0,0,7916,0
1,43,0,0.4018,4,0,7000,4
1,40,0,0.529487,0,0,7833,2
1,55,0,1293,0,0,,0
0,65,0,0.128289,0,0,2735,0
0,50,0,0.299787,0,0,11247,1
1,49,1,1.641064,0,0,8800,4
0,68,0,0.091532,0,0,2916,0
1,41,2,0.513307,0,0,6800,2
1,32,1,0.247901,1,0,2500,0
1,43,0,0.505374,1,0,4000,2
0,48,1,0.200256,0,0,54000,4
1,27,0,0.025372,0,1,8000,0
1,46,0,0,1,0,,0
1,60,3,0.399769,0,0,11248,0
0,62,0,1309,0,0,0,0
1,32,0,0.122372,0,0,2900,2
1,48,2,1.554174,1,1,1688,3
0,62,0,0.92756,0,0,1200,0
1,47,2,0.894781,0,1,13143,2
0,71,0,0.324567,0,0,6577,0
0,46,4,0.641718,0,0,4889,1
0,38,0,5994,0,0,,1
0,59,0,0.612242,0,0,6583,0
1,53,0,5.968032,0,0,1000,1
0,59,0,0.570789,0,0,9379,2
0,63,1,1699,0,0,,1
1,40,2,0.955522,0,0,2000,2
0,77,0,0.36166,0,0,4000,0
0,42,0,0.059191,0,0,6250,2
1,49,4,0.386296,0,0,12083,2
0,37,0,0.412285,0,0,4069,0
0,52,0,1855,0,0,0,0
1,50,0,0.259204,0,1,6083,3
0,54,0,3564,0,0,,0
1,39,1,4340,0,0,,0
0,39,0,0.411996,0,0,7368,0
0,53,0,0.520843,0,0,6500,0
0,50,1,0.338186,0,0,5700,0
1,44,3,0.23281,0,0,4333,5
1,46,0,0,0,0,8500,3
1,49,0,0.507423,1,0,4916,0
0,54,0,0.622359,0,0,7289,0
0,55,0,1701,0,0,,
0,49,0,0.104318,1,0,3172,0
0,53,0,0.324044,0,0,12056,2
0,41,1,1332,0,0,,0
0,46,1,1.179053,0,0,2300,2
0,63,0,0.083372,1,0,6500,1
1,43,1,0.146119,0,1,4598,0
0,31,0,0.050217,0,0,9000,0
0,32,0,0,0,0,,0
0,69,0,204,0,0,,0
0,80,0,4,0,0,,0
0,31,0,0.192664,0,0,2916,0
1,60,0,0.42793,0,0,2226,0
0,45,0,0.091246,0,0,6750,1
0,32,0,0.417759,0,0,5416,2
0,31,0,0.416164,0,0,4478,2
0,64,0,0.002856,0,0,2100,0
0,58,0,0.030736,0,0,8881,2
1,50,2,0.130728,3,1,8750,3
1,57,4,1807,2,0,,0
0,64,0,0.323093,0,0,5663,1
0,37,0,0.424912,0,0,8276,1
1,38,0,0.01103,1,0,3988,2
0,73,0,0.429286,0,0,11800,1
1,38,2,0.35455,0,0,1900,2
0,31,0,0.320418,0,0,4980,0
0,37,0,0.237814,0,0,12000,2
1,44,2,0.640236,4,0,10000,3
0,72,0,1.643936,0,0,2448,0
0,68,0,0,0,0,1700,0
1,44,1,2745,0,0,,0
1,55,0,0.426771,0,0,2300,0
0,49,0,0.148337,0,0,4900,1
0,39,0,0.34194,0,0,6041,2
1,47,2,0.135811,1,3,6000,1
0,43,0,0.379218,0,0,5600,3
1,67,0,0.698281,0,0,12683,0
0,71,0,1588,0,0,,0
0,59,0,0.003737,0,0,9900,0
0,52,0,60,0,0,,0
1,47,1,0.037256,0,0,2200,0
0,33,0,0.548387,0,1,2603,1
0,45,0,0.008074,0,0,2600,1
1,54,2,0.349859,1,0,2480,0
0,57,0,0.195518,0,0,16867,1
1,36,1,0.968669,1,0,2712,3
1,72,0,0.100072,0,0,6944,0
0,56,0,0.479408,0,0,2500,0
0,40,0,0.499572,0,0,2333,1
0,50,0,0.213751,0,0,10151,1
1,46,0,0.234307,0,0,9000,0
1,47,0,0.327256,0,0,8500,2
0,36,0,0.137363,0,0,6500,0
1,50,0,0.056908,1,0,2916,0
0,39,1,0.232263,0,0,5355,5
1,33,0,1528,0,0,,1
1,88,0,2.190669,3,0,3450,0
0,43,0,0.207871,0,0,10366,4
0,63,0,0.361732,0,0,9213,2
0,61,0,592,0,0,,0
0,58,0,0.150311,0,0,22000,0
0,49,0,0.454518,0,0,3319,1
0,50,0,0.47375,0,0,4780,1
1,50,1,0.552824,0,0,3700,0
0,21,0,0.012484,0,0,800,0
1,47,0,0.459967,0,2,14050,0
1,39,0,1.696563,0,0,6488,5
0,52,0,0.205779,0,0,10000,0
0,59,0,74,0,0,,0
1,57,1,0.405094,0,0,3650,1
0,27,0,0,0,0,5100,0
0,63,0,0.107418,0,0,7400,0
0,47,0,0.482839,0,0,3000,2
0,48,1,0.399698,0,0,4630,2
1,57,0,0.395257,0,0,4300,0
0,65,0,0.382504,0,0,4663,1
0,52,0,924,0,0,0,1
0,49,0,0.511849,0,0,10000,2
1,48,0,0.674507,0,0,10500,0
0,57,0,3492,0,0,,2
1,47,0,0.343438,0,0,6300,1
0,69,0,0.661548,0,1,3255,0
0,34,4,0.661012,0,0,3300,5
0,29,0,0.337998,0,0,928,0
0,37,0,0,0,0,6439,0
1,41,0,516,2,1,,0
1,32,1,3461,1,2,,0
0,55,0,2579,0,0,,2
1,51,1,0.586961,1,0,4800,0
0,57,1,0.291641,0,1,9833,2
0,79,0,0.010558,0,0,8334,0
0,36,0,0.738038,0,0,3301,1
1,58,2,1.501249,3,0,1200,0
1,50,0,0.083195,0,0,600,0
0,77,0,96,0,0,,0
1,47,0,409,0,0,,0
1,50,0,0.223088,0,1,14500,0
1,43,0,0.02682,2,0,1826,1
0,27,0,0.173884,0,0,1500,0
0,64,0,0.530919,0,0,4058,0
1,42,0,0.07062,0,0,1500,0
0,46,0,0.42578,0,0,2916,2
0,90,0,0.003999,0,0,7000,0
0,70,0,526,0,0,,0
0,48,0,1.418367,0,0,3135,2
0,53,0,0.319662,2,1,3900,0
0,58,0,0.34888,0,0,8125,1
0,34,0,2422,0,0,,2
0,48,0,0.553099,0,0,3662,0
0,64,0,0.157907,0,0,8276,0
1,30,0,0.105691,0,0,983,1
0,48,0,1041,0,0,,0
0,76,0,0.0493,0,0,1500,0
0,59,0,0.247393,0,0,13233,1
0,42,0,0.083996,0,0,7916,0
0,51,0,0.253889,0,0,3213,0
0,49,0,3034,0,0,,0
0,67,0,0.353865,0,0,5600,0
1,37,0,1.066987,0,0,5000,0
1,67,0,0.650051,0,0,16750,0
0,39,0,0.145429,0,0,2832,2
